thread_id,ts,supports_total_count
https://decide.madrid.es/proposals/1275,2015-09-17T00:00:00Z,97
https://decide.madrid.es/proposals/1276,2015-09-17T00:00:00Z,49
https://decide.madrid.es/proposals/1277,2015-09-17T00:00:00Z,29
https://decide.madrid.es/proposals/1278,2015-09-17T00:00:00Z,15
https://decide.madrid.es/proposals/1279,2015-09-17T00:00:00Z,12
https://decide.madrid.es/proposals/128,2015-09-15T00:00:00Z,72
https://decide.madrid.es/proposals/1280,2015-09-17T00:00:00Z,17
https://decide.madrid.es/proposals/1281,2015-09-17T00:00:00Z,12
https://decide.madrid.es/proposals/1282,2015-09-17T00:00:00Z,15
https://decide.madrid.es/proposals/1283,2015-09-17T00:00:00Z,24
https://decide.madrid.es/proposals/1284,2015-09-17T00:00:00Z,1432
https://decide.madrid.es/proposals/1285,2015-09-17T00:00:00Z,79
https://decide.madrid.es/proposals/1286,2015-09-17T00:00:00Z,206
https://decide.madrid.es/proposals/1287,2015-09-17T00:00:00Z,128
https://decide.madrid.es/proposals/1288,2015-09-17T00:00:00Z,124
https://decide.madrid.es/proposals/1289,2015-09-17T00:00:00Z,5
https://decide.madrid.es/proposals/129,2015-09-15T00:00:00Z,74
https://decide.madrid.es/proposals/1290,2015-09-17T00:00:00Z,113
https://decide.madrid.es/proposals/1291,2015-09-17T00:00:00Z,49
https://decide.madrid.es/proposals/1292,2015-09-17T00:00:00Z,224
https://decide.madrid.es/proposals/1293,2015-09-17T00:00:00Z,55
https://decide.madrid.es/proposals/1294,2015-09-17T00:00:00Z,23
https://decide.madrid.es/proposals/1295,2015-09-17T00:00:00Z,14
https://decide.madrid.es/proposals/1296,2015-09-17T00:00:00Z,38
https://decide.madrid.es/proposals/1297,2015-09-17T00:00:00Z,363
https://decide.madrid.es/proposals/1298,2015-09-17T00:00:00Z,12
https://decide.madrid.es/proposals/1299,2015-09-17T00:00:00Z,368
https://decide.madrid.es/proposals/13,2015-09-15T00:00:00Z,178
https://decide.madrid.es/proposals/130,2015-09-15T00:00:00Z,287
https://decide.madrid.es/proposals/1300,2015-09-17T00:00:00Z,82
https://decide.madrid.es/proposals/1301,2015-09-17T00:00:00Z,42
https://decide.madrid.es/proposals/1302,2015-09-17T00:00:00Z,42
https://decide.madrid.es/proposals/1303,2015-09-17T00:00:00Z,9
https://decide.madrid.es/proposals/1304,2015-09-17T00:00:00Z,8
https://decide.madrid.es/proposals/1305,2015-09-17T00:00:00Z,178
https://decide.madrid.es/proposals/1306,2015-09-17T00:00:00Z,14
https://decide.madrid.es/proposals/1307,2015-09-17T00:00:00Z,53
https://decide.madrid.es/proposals/1308,2015-09-17T00:00:00Z,26
https://decide.madrid.es/proposals/1309,2015-09-17T00:00:00Z,13
https://decide.madrid.es/proposals/131,2015-09-15T00:00:00Z,110
https://decide.madrid.es/proposals/1310,2015-09-17T00:00:00Z,67
https://decide.madrid.es/proposals/1311,2015-09-17T00:00:00Z,108
https://decide.madrid.es/proposals/1312,2015-09-17T00:00:00Z,10
https://decide.madrid.es/proposals/1313,2015-09-17T00:00:00Z,141
https://decide.madrid.es/proposals/1314,2015-09-17T00:00:00Z,133
https://decide.madrid.es/proposals/1315,2015-09-17T00:00:00Z,439
https://decide.madrid.es/proposals/1316,2015-09-17T00:00:00Z,25
https://decide.madrid.es/proposals/1317,2015-09-17T00:00:00Z,62
https://decide.madrid.es/proposals/1318,2015-09-17T00:00:00Z,41
https://decide.madrid.es/proposals/1319,2015-09-17T00:00:00Z,88
https://decide.madrid.es/proposals/132,2015-09-15T00:00:00Z,65
https://decide.madrid.es/proposals/1320,2015-09-17T00:00:00Z,64
https://decide.madrid.es/proposals/1321,2015-09-17T00:00:00Z,12
https://decide.madrid.es/proposals/1322,2015-09-17T00:00:00Z,15
https://decide.madrid.es/proposals/1323,2015-09-17T00:00:00Z,71
https://decide.madrid.es/proposals/1324,2015-09-17T00:00:00Z,22
https://decide.madrid.es/proposals/1325,2015-09-17T00:00:00Z,151
https://decide.madrid.es/proposals/1326,2015-09-17T00:00:00Z,21
https://decide.madrid.es/proposals/1327,2015-09-17T00:00:00Z,43
https://decide.madrid.es/proposals/1328,2015-09-17T00:00:00Z,288
https://decide.madrid.es/proposals/1329,2015-09-17T00:00:00Z,18
https://decide.madrid.es/proposals/1330,2015-09-17T00:00:00Z,53
https://decide.madrid.es/proposals/1331,2015-09-17T00:00:00Z,20
https://decide.madrid.es/proposals/1332,2015-09-17T00:00:00Z,888
https://decide.madrid.es/proposals/1333,2015-09-17T00:00:00Z,37
https://decide.madrid.es/proposals/1334,2015-09-17T00:00:00Z,47
https://decide.madrid.es/proposals/1335,2015-09-17T00:00:00Z,5
https://decide.madrid.es/proposals/1336,2015-09-17T00:00:00Z,118
https://decide.madrid.es/proposals/1337,2015-09-17T00:00:00Z,52
https://decide.madrid.es/proposals/1338,2015-09-17T00:00:00Z,25
https://decide.madrid.es/proposals/1339,2015-09-17T00:00:00Z,12
https://decide.madrid.es/proposals/134,2015-09-15T00:00:00Z,774
https://decide.madrid.es/proposals/1340,2015-09-17T00:00:00Z,139
https://decide.madrid.es/proposals/1341,2015-09-17T00:00:00Z,73
https://decide.madrid.es/proposals/1342,2015-09-17T00:00:00Z,34
https://decide.madrid.es/proposals/1343,2015-09-17T00:00:00Z,16
https://decide.madrid.es/proposals/1344,2015-09-17T00:00:00Z,41
https://decide.madrid.es/proposals/1345,2015-09-17T00:00:00Z,15
https://decide.madrid.es/proposals/1346,2015-09-17T00:00:00Z,29
https://decide.madrid.es/proposals/1347,2015-09-17T00:00:00Z,26
https://decide.madrid.es/proposals/1348,2015-09-17T00:00:00Z,54
https://decide.madrid.es/proposals/1349,2015-09-17T00:00:00Z,49
https://decide.madrid.es/proposals/1350,2015-09-17T00:00:00Z,30
https://decide.madrid.es/proposals/1351,2015-09-17T00:00:00Z,37
https://decide.madrid.es/proposals/1352,2015-09-17T00:00:00Z,10
https://decide.madrid.es/proposals/1353,2015-09-17T00:00:00Z,82
https://decide.madrid.es/proposals/1354,2015-09-17T00:00:00Z,52
https://decide.madrid.es/proposals/1355,2015-09-17T00:00:00Z,22
https://decide.madrid.es/proposals/1356,2015-09-17T00:00:00Z,49
https://decide.madrid.es/proposals/1357,2015-09-17T00:00:00Z,26
https://decide.madrid.es/proposals/1358,2015-09-17T00:00:00Z,46
https://decide.madrid.es/proposals/1359,2015-09-17T00:00:00Z,5
https://decide.madrid.es/proposals/136,2015-09-15T00:00:00Z,166
https://decide.madrid.es/proposals/1360,2015-09-17T00:00:00Z,162
https://decide.madrid.es/proposals/1361,2015-09-17T00:00:00Z,36
https://decide.madrid.es/proposals/1362,2015-09-17T00:00:00Z,171
https://decide.madrid.es/proposals/1363,2015-09-17T00:00:00Z,87
https://decide.madrid.es/proposals/1364,2015-09-17T00:00:00Z,7
https://decide.madrid.es/proposals/1365,2015-09-17T00:00:00Z,24
https://decide.madrid.es/proposals/1366,2015-09-17T00:00:00Z,55
https://decide.madrid.es/proposals/1367,2015-09-18T00:00:00Z,26
https://decide.madrid.es/proposals/1368,2015-09-18T00:00:00Z,30
https://decide.madrid.es/proposals/1369,2015-09-18T00:00:00Z,4
https://decide.madrid.es/proposals/137,2015-09-15T00:00:00Z,86
